"items","intext","outtext","goldtext","inname","inconstraint","outname","outconstraint","goldname","goldconstraint","changed","correct","entity_name matched"
"289","Annulus membranous, superous, thin, easily collapsing, leaving remnants along the pileus margin, upper surface finely striate.","Annulus membranous, superous, thin, easily collapsing, leaving remnants along the pileus margin, upper surface finely striate.","Annulus membranous, superous, thin, easily collapsing, leaving remnants along the pileus margin, upper surface finely striate.","remnant",,"remnant","pileus","remnant","pileus","Y","Y",""
"290","Annulus membranous, superous, thin, easily collapsing, leaving remnants along the pileus margin, upper surface finely striate.","Annulus membranous, superous, thin, easily collapsing, leaving remnants along the pileus margin, upper surface finely striate.","Annulus membranous, superous, thin, easily collapsing, leaving remnants along the pileus margin, upper surface finely striate.","margin","pileus","margin","pileus","margin","pileus","N","Y",""
"291","Annulus membranous, superous, thin, easily collapsing, leaving remnants along the pileus margin, upper surface finely striate.","Annulus membranous, superous, thin, easily collapsing, leaving remnants along the pileus margin, upper surface finely striate.","Annulus membranous, superous, thin, easily collapsing, leaving remnants along the pileus margin, upper surface finely striate.","surface","upper","surface","annulus upper","surface","annulus upper","Y","Y",""
"292","Primaries and secondaries black, with yellow-orange edges on outer web;","Primaries and secondaries black, with yellow-orange edges on outer web;","Primaries and secondaries black, with yellow-orange edges on outer web;","edge",,"edge","outer web","edge","outer web","Y","Y",""
"293","concealed portion of feathers olive brown.","concealed portion of feathers olive brown.","concealed portion of feathers olive brown.","portion",,"portion","feather","portion","feather","Y","Y",""
"294","Basal section of secondaries yellow-orange, forming small square patch on closed wing.","Basal section of secondaries yellow-orange, forming small square patch on closed wing.","Basal section of secondaries yellow-orange, forming small square patch on closed wing.","section","basal","section","secondary basal","section","secondary basal","Y","Y",""
"295","lower section of leg shorter than longest front toe;","lower section of leg shorter than longest front toe;","lower section of leg shorter than longest front toe;","section","lower","section","leg lower","section","leg lower","Y","Y",""
"296","Leaves dark green, semiglossy, 50-110 cm long, flat (not keeled) in section, with 24-62 leaflets;","Leaves dark green, semiglossy, 50-110 cm long, flat (not keeled) in section, with 24-62 leaflets;","Leaves dark green, semiglossy, 50-110 cm long, flat (not keeled) in section, with 24-62 leaflets;","section",,"section","leaf","section","leaf","Y","Y",""
"297","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","section",,"section","annulus","section","annulus","Y","Y",""
"298","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","side","inner","side","annulus inner","side","annulus inner","Y","Y",""
"299","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","surface","lower","surface","annulus lower","surface","annulus lower","Y","Y",""
"300","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","Annulus intermediate or inferous (very rarely it can superous), thick, more or less triangular or quadrangular in section, up to 1 cm thick and 1.5 cm broad when cut, in median or apical position, broadly attached to the stipe by its inner side, slightly striate on its upperside, and fibrillose-silky on the lower surface, even though in specimens grown in the wild it thinner and shows a fringed margin and a hardly prominent circular rim in the middle of the underside.","margin",,"margin","annulus","margin","annulus","Y","Y",""
"301","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","section",,"section","annulus","section","annulus","Y","Y",""
"302","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","margin","pileus","margin","pileus","margin","pileus","N","Y",""
"303","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","surface","upper","surface","annulus upper","surface","annulus upper","Y","Y",""
"304","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","Annulus thin, superous, simple or double with scales forming a cog-wheel, at times absent or intermediate, reduced to a narrow bracelet, triangular in section when it detaches from the stipe spontaneously or follows the pileus margin on expansion, upper surface white, smooth to finely striate, lower surface fibrillose, white.","surface","lower","surface","annulus lower","surface","annulus lower","Y","Y",""
"305","the eyes ovate, placed a little above the middle at the sides of the head, which thinly covered with a fine silky down;","the eyes ovate, placed a little above the middle at the sides of the head, which thinly covered with a fine silky down;","the eyes ovate, placed a little above the middle at the sides of the head, which thinly covered with a fine silky down;","side",,"side","head","side","head","Y","Y",""
"306","the base and a spot on each side of the two following segments pale rufo-testaceous;","the base and a spot on each side of the two following segments pale rufo-testaceous;","the base and a spot on each side of the two following segments pale rufo-testaceous;","base",,"base","segment","base","segment","Y","Y",""
"307","the base and a spot on each side of the two following segments pale rufo-testaceous;","the base and a spot on each side of the two following segments pale rufo-testaceous;","the base and a spot on each side of the two following segments pale rufo-testaceous;","side",,"side","segment","side","segment","Y","Y",""
"308","the antennae, mandibles, thorax at the sides and beneath, the metathorax and legs ferruginous.","the antennae, mandibles, thorax at the sides and beneath, the metathorax and legs ferruginous.","the antennae, mandibles, thorax at the sides and beneath, the metathorax and legs ferruginous.","side",,"side","thorax","side","thorax","Y","Y",""
"309","Leaflets simple, entire, with numerous bifurcating parallel veins and no distinct midrib, leaflets articulated, inserted near the edges of the rhachis towards the adaxial side, lacking a differently coloured basal gland;","Leaflets simple, entire, with numerous bifurcating parallel veins and no distinct midrib, leaflets articulated, inserted near the edges of the rhachis towards the adaxial side, lacking a differently coloured basal gland;","Leaflets simple, entire, with numerous bifurcating parallel veins and no distinct midrib, leaflets articulated, inserted near the edges of the rhachis towards the adaxial side, lacking a differently coloured basal gland;","edge",,"edge","rhachi","edge","rhachi","Y","Y",""
"310","Leaflets simple, entire, with numerous bifurcating parallel veins and no distinct midrib, leaflets articulated, inserted near the edges of the rhachis towards the adaxial side, lacking a differently coloured basal gland;","Leaflets simple, entire, with numerous bifurcating parallel veins and no distinct midrib, leaflets articulated, inserted near the edges of the rhachis towards the adaxial side, lacking a differently coloured basal gland;","Leaflets simple, entire, with numerous bifurcating parallel veins and no distinct midrib, leaflets articulated, inserted near the edges of the rhachis towards the adaxial side, lacking a differently coloured basal gland;","side","adaxial","side","leaflet adaxial","side","leaflet adaxial","Y","Y",""
"311","petiole 0.5-1 m long, often with a shallow groove on the upper side, armed with small 1-2 mm long prickles on the lower side;","petiole 0.5-1 m long, often with a shallow groove on the upper side, armed with small 1-2 mm long prickles on the lower side;","petiole 0.5-1 m long, often with a shallow groove on the upper side, armed with small 1-2 mm long prickles on the lower side;","groove",,"groove","petiole","groove","petiole upper side","Y","N",""
"312","petiole 0.5-1 m long, often with a shallow groove on the upper side, armed with small 1-2 mm long prickles on the lower side;","petiole 0.5-1 m long, often with a shallow groove on the upper side, armed with small 1-2 mm long prickles on the lower side;","petiole 0.5-1 m long, often with a shallow groove on the upper side, armed with small 1-2 mm long prickles on the lower side;","side","upper","side","petiole upper","side","petiole upper","Y","Y",""
"313","petiole 0.5-1 m long, often with a shallow groove on the upper side, armed with small 1-2 mm long prickles on the lower side;","petiole 0.5-1 m long, often with a shallow groove on the upper side, armed with small 1-2 mm long prickles on the lower side;","petiole 0.5-1 m long, often with a shallow groove on the upper side, armed with small 1-2 mm long prickles on the lower side;","side","lower","side","petiole lower","side","petiole lower","Y","Y",""
"314","surface fibrillose-silky to fibrillose, very variable in colour, pure white, cream, ochre, more or less dark-brown or blackish chestnut-brown, smooth or breaking into triangular, appressed scales with a radial arrangement on a lighter background.","surface fibrillose-silky to fibrillose, very variable in colour, pure white, cream, ochre, more or less dark-brown or blackish chestnut-brown, smooth or breaking into triangular, appressed scales with a radial arrangement on a lighter background.","surface fibrillose-silky to fibrillose, very variable in colour, pure white, cream, ochre, more or less dark-brown or blackish chestnut-brown, smooth or breaking into triangular, appressed scales with a radial arrangement on a lighter background.","surface",,"surface","pileus","surface","pileus","Y","Y",""
"315","Margin thick, whitish, exceeding the lamellae up to 4 mm, and remaining involute for a long time, striate on the inner side.","Margin thick, whitish, exceeding the lamellae up to 4 mm, and remaining involute for a long time, striate on the inner side.","Margin thick, whitish, exceeding the lamellae up to 4 mm, and remaining involute for a long time, striate on the inner side.","margin",,"margin","pileus surface","margin","pileus","Y","N",""
"316","Margin thick, whitish, exceeding the lamellae up to 4 mm, and remaining involute for a long time, striate on the inner side.","Margin thick, whitish, exceeding the lamellae up to 4 mm, and remaining involute for a long time, striate on the inner side.","Margin thick, whitish, exceeding the lamellae up to 4 mm, and remaining involute for a long time, striate on the inner side.","side","inner","side","pileus surface margin inner","side","pileus margin inner","Y","N",""
"317","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996.","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996.","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996.","side",,"side","lamella","side","lamella","Y","Y",""
"318","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996.","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996.","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996.","content",,"content","macrobasidium","content","macrobasidium","Y","Y",""
"319","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","margin",,"margin","blade","margin","blade","Y","Y",""
"320","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","side",,"side","blade","side","blade","Y","Y",""
"321","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","base",,"base","blade","base","blade","Y","Y",""
"322","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","apex",,"apex","blade","apex","blade","Y","Y",""
"323","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","blades (1-nerved, lateral-veins obscure) obovate to spatulate, 10–30 × 7–18 mm (somewhat fleshy), margins entire or occasionally with 1–2 short, broad teeth per side, bases tapering, apices broadly obtuse, submucronate or slightly retuse, faces glabrous, gland-dotted, sometimes resinous.","face",,"face","blade","face","blade","Y","Y",""
"324","Stems prostrate, flexible, forming mats, branchlets mostly turned to one side.","Stems prostrate, flexible, forming mats, branchlets mostly turned to one side.","Stems prostrate, flexible, forming mats, branchlets mostly turned to one side.","side",,"side","stem","side","stem","Y","Y",""
"325","Hymenophoral trama regular with a thin mediostratum of brownish hyphae in the lateral strata, 3-12 μm wide;","Hymenophoral trama regular with a thin mediostratum of brownish hyphae in the lateral strata, 3-12 μm wide;","Hymenophoral trama regular with a thin mediostratum of brownish hyphae in the lateral strata, 3-12 μm wide;","stratum","lateral","stratum","hymenophoral tramum lateral","stratum","hymenophoral tramum lateral","Y","Y",""
"326","the superior surface flattened, distinctly divided by two transverse sutures, and having a curved decline to the verge of the truncation of the metathorax;","the superior surface flattened, distinctly divided by two transverse sutures, and having a curved decline to the verge of the truncation of the metathorax;","the superior surface flattened, distinctly divided by two transverse sutures, and having a curved decline to the verge of the truncation of the metathorax;","surface","superior","surface","metathorax superior","surface","thorax superior","Y","N",""
"327","the metathorax has also a very stout spine at the lateral angles of its superior surface;","the metathorax has also a very stout spine at the lateral angles of its superior surface;","the metathorax has also a very stout spine at the lateral angles of its superior surface;","surface","superior","surface","metathorax superior","surface","metathorax superior","Y","Y",""
"328","Abdomen oblong subcylindrical, the base truncate;","Abdomen oblong subcylindrical, the base truncate;","Abdomen oblong subcylindrical, the base truncate;","base",,"base","abdomen","base","abdomen","Y","Y",""
"329","the node incrassate, anteriorly curving forwards over the metathorax, the upper surface nearly oval, shining and finely punctured.","the node incrassate, anteriorly curving forwards over the metathorax, the upper surface nearly oval, shining and finely punctured.","the node incrassate, anteriorly curving forwards over the metathorax, the upper surface nearly oval, shining and finely punctured.","surface","upper","surface","node upper","surface","node upper","Y","Y",""
"330","Pattern on upper wing surface varies.","Pattern on upper wing surface varies.","Pattern on upper wing surface varies.","surface","wing","surface","wing","surface","upper wing","N","N",""
"331","Leaflets flat, lacking a midrib, with numerous subparallel longitudinal veins and stomata on both surfaces, individual ptyxis flat.","Leaflets flat, lacking a midrib, with numerous subparallel longitudinal veins and stomata on both surfaces, individual ptyxis flat.","Leaflets flat, lacking a midrib, with numerous subparallel longitudinal veins and stomata on both surfaces, individual ptyxis flat.","surface",,"surface","leaflet","surface","leaflet","Y","Y",""
"332","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","tip",,"tip","microsporophyll","tip","microsporophyll","Y","Y",""
"333","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","surface","adaxial and abaxial","surface","region adaxial and abaxial","surface","region adaxial and abaxial","Y","Y",""
"334","surface fibrillose-silky to fibrillose, very variable in colour, pure white, cream, ochre, more or less dark-brown or blackish chestnut-brown, smooth or breaking into triangular, appressed scales with a radial arrangement on a lighter background.","surface fibrillose-silky to fibrillose, very variable in colour, pure white, cream, ochre, more or less dark-brown or blackish chestnut-brown, smooth or breaking into triangular, appressed scales with a radial arrangement on a lighter background.","surface fibrillose-silky to fibrillose, very variable in colour, pure white, cream, ochre, more or less dark-brown or blackish chestnut-brown, smooth or breaking into triangular, appressed scales with a radial arrangement on a lighter background.","surface",,"surface","pileus","surface","pileus","Y","Y",""
"335","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","margin",,"margin","pileus","margin","pileus","Y","Y",""
"336","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","centre",,"centre","pileus","centre","pileus","Y","Y",""
"337","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","area","marginal","area","pileus marginal","area","pileus marginal","Y","Y",""
"338","Surface smooth, sometimes deeply cracked.","Surface smooth, sometimes deeply cracked.","Surface smooth, sometimes deeply cracked.","surface",,"surface","pileus","surface","pileus","Y","Y",""
"339","leaf margins revolute, scabrous, entire or sometimes serrate (teeth coarse, ± obtuse);","leaf margins revolute, scabrous, entire or sometimes serrate (teeth coarse, ± obtuse);","leaf margins revolute, scabrous, entire or sometimes serrate (teeth coarse, ± obtuse);","margin","leaf","margin","leaf","margin","leaf","N","Y",""
"340","rootstocks woody caudices, rhizomes deep under surface;","rootstocks woody caudices, rhizomes deep under surface;","rootstocks woody caudices, rhizomes deep under surface;","surface",,"surface","rhizome","surface","rhizome","Y","Y",""
"341","leaf margins flat, ciliate, serrate (teeth sharp, acuminate);","leaf margins flat, ciliate, serrate (teeth sharp, acuminate);","leaf margins flat, ciliate, serrate (teeth sharp, acuminate);","margin","leaf","margin","leaf","margin","leaf","N","Y",""
"342","rootstocks herbaceous, white rhizomes near surface;","rootstocks herbaceous, white rhizomes near surface;","rootstocks herbaceous, white rhizomes near surface;","surface",,"surface","rhizome","surface","rhizome","Y","Y",""
"343","Thorax oblong-ovate, about the same length as the head, measuring to the tip of the mandibles;","Thorax oblong-ovate, about the same length as the head, measuring to the tip of the mandibles;","Thorax oblong-ovate, about the same length as the head, measuring to the tip of the mandibles;","tip",,"tip","mandible","tip","mandible","Y","Y",""
"344","the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","apex",,"apex","leg","apex","leg","Y","Y",""
"345","the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","tip",,"tip","abdomen","tip","abdomen","Y","Y",""
"346","with 2 cotyledons that usually united at the tips and a very long, spirally twisted suspensor.","with 2 cotyledons that usually united at the tips and a very long, spirally twisted suspensor.","with 2 cotyledons that usually united at the tips and a very long, spirally twisted suspensor.","tip",,"tip","cotyledon","tip","cotyledon","Y","Y",""
