"items","intext","outtext","goldtext","inname","inconstraint","outname","outconstraint","goldname","goldconstraint","changed","correct","entity_name matched"
"209","Central part of the valve strongly concave or convex, concentrically undulate.","Central part of the valve strongly concave or convex, concentrically undulate.","Central part of the valve strongly concave or convex, concentrically undulate.","part","central","part","valve central","part","valve central","Y","Y",""
"210","Central area surrounded by central striae, punctuate or hyaline.","Central area surrounded by central striae, punctuate or hyaline.","Central area surrounded by central striae, punctuate or hyaline.","area","central","area","valve central","area","valve central","Y","Y",""
"211","Buccal cavity large and narrow divided in two parts by a sclerotized transverse band, three teeth of which one ventrosublateral the largest.","Buccal cavity large and narrow divided in two parts by a sclerotized transverse band, three teeth of which one ventrosublateral the largest.","Buccal cavity large and narrow divided in two parts by a sclerotized transverse band, three teeth of which one ventrosublateral the largest.","cavity","buccal","cavity","buccal","cavity","buccal","N","Y",""
"212","Buccal cavity large and narrow divided in two parts by a sclerotized transverse band, three teeth of which one ventrosublateral the largest.","Buccal cavity large and narrow divided in two parts by a sclerotized transverse band, three teeth of which one ventrosublateral the largest.","Buccal cavity large and narrow divided in two parts by a sclerotized transverse band, three teeth of which one ventrosublateral the largest.","part",,"part","buccal cavity","part","buccal cavity","Y","Y",""
"213","Buccal cavity large and narrow divided in two parts by a sclerotized transverse band, three teeth of which one ventrosublateral the largest.","Buccal cavity large and narrow divided in two parts by a sclerotized transverse band, three teeth of which one ventrosublateral the largest.","Buccal cavity large and narrow divided in two parts by a sclerotized transverse band, three teeth of which one ventrosublateral the largest.","band",,"band","buccal cavity","band","buccal cavity","Y","Y",""
"214","The terminal duct can end blindly in virgin females;","The terminal duct can end blindly in virgin females;","The terminal duct can end blindly in virgin females;","end",,"end",,"end",,"N","Y",""
"215","number of terminal pores and ducts variable;","number of terminal pores and ducts variable;","number of terminal pores and ducts variable;","pore","terminal","pore","female terminal","pore","female terminal","Y","Y",""
"216","glands present near the posterior part of the main duct.","glands present near the posterior part of the main duct.","glands present near the posterior part of the main duct.","part","posterior","part","main duct posterior","part","main duct posterior","Y","Y",""
"217","The internal view reveals a siliceous unstructured central area with the fultoportula surrounded by two or three satellite pores.","The internal view reveals a siliceous unstructured central area with the fultoportula surrounded by two or three satellite pores.","The internal view reveals a siliceous unstructured central area with the fultoportula surrounded by two or three satellite pores.","area","central","area","fultoportula central","area","fultoportula central","Y","Y",""
"218","The internal view reveals a siliceous unstructured central area with the fultoportula surrounded by two or three satellite pores.","The internal view reveals a siliceous unstructured central area with the fultoportula surrounded by two or three satellite pores.","The internal view reveals a siliceous unstructured central area with the fultoportula surrounded by two or three satellite pores.","pore",,"pore","fultoportula central area","pore","fultoportula central area","Y","Y",""
"219","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","layer",,"layer","fultoportula central area","layer","fultoportula central area","Y","Y",""
"220","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","area","marginal","area","marginal costa marginal","area","marginal costa marginal","Y","Y",""
"221","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","center","marginal","center","valve face marginal","center","valve face","Y","N",""
"222","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","This siliceous layer surrounded by a marginal area consisting of the costae, some with fultoportulae, which run towards the center of the valve face.","face","valve","face","valve","face","valve","N","Y",""
"223","Pharynx with seven pharyngeal gland cells.","Pharynx with seven pharyngeal gland cells.","Pharynx with seven pharyngeal gland cells.","cell","gland","cell","gland","cell","gland","N","Y",""
"224","Excretory pore far back in pharyngeal region and often obscure.","Excretory pore far back in pharyngeal region and often obscure.","Excretory pore far back in pharyngeal region and often obscure.","pore","excretory","pore","pharyngeal region excretory","pore","pharyngeal region excretory","Y","Y",""
"225","Demanian system well developed with uvette and moniliform terminal duct and pore, however, details unknown.","Demanian system well developed with uvette and moniliform terminal duct and pore, however, details unknown.","Demanian system well developed with uvette and moniliform terminal duct and pore, however, details unknown.","pore","terminal","pore","demanian system terminal","pore","demanian system terminal","Y","Y",""
"226","Flagella and pores not seen.","Flagella and pores not seen.","Flagella and pores not seen.","pore",,"pore","sulcus","pore","sulcus","Y","Y",""
"227","Spores 5.2-8.2 (-9.5) x 3.5-5 μm, av. 6.93 x 4.14 μm, Q=1.37-1.82 (-2.1), av. 1.67, ellipsoid to oblong, brown lacking a germ pore, mon-bi or multiguttulate.","Spores 5.2-8.2 (-9.5) x 3.5-5 μm, av. 6.93 x 4.14 μm, Q=1.37-1.82 (-2.1), av. 1.67, ellipsoid to oblong, brown lacking a germ pore, mon-bi or multiguttulate.","Spores 5.2-8.2 (-9.5) x 3.5-5 μm, av. 6.93 x 4.14 μm, Q=1.37-1.82 (-2.1), av. 1.67, ellipsoid to oblong, brown lacking a germ pore, mon-bi or multiguttulate.","pore","germ","pore","spore germ","pore","spore germ","Y","Y",""
"228","Female buccal cavity divided into two unequal portions by an anterior transverse band, ring or row of denticles;","Female buccal cavity divided into two unequal portions by an anterior transverse band, ring or row of denticles;","Female buccal cavity divided into two unequal portions by an anterior transverse band, ring or row of denticles;","cavity","buccal","cavity","buccal","cavity","buccal","N","Y",""
"229","Female buccal cavity divided into two unequal portions by an anterior transverse band, ring or row of denticles;","Female buccal cavity divided into two unequal portions by an anterior transverse band, ring or row of denticles;","Female buccal cavity divided into two unequal portions by an anterior transverse band, ring or row of denticles;","portion",,"portion","buccal cavity","portion","buccal cavity","Y","Y",""
"230","Female buccal cavity divided into two unequal portions by an anterior transverse band, ring or row of denticles;","Female buccal cavity divided into two unequal portions by an anterior transverse band, ring or row of denticles;","Female buccal cavity divided into two unequal portions by an anterior transverse band, ring or row of denticles;","band","anterior","band","buccal cavity anterior","band","buccal cavity anterior","Y","Y",""
"231","other rings, which might present faint and concentrated at the posterior end of the buccal cavity.","other rings, which might present faint and concentrated at the posterior end of the buccal cavity.","other rings, which might present faint and concentrated at the posterior end of the buccal cavity.","end","posterior","end","buccal cavity posterior","end","buccal cavity posterior","Y","Y",""
"232","other rings, which might present faint and concentrated at the posterior end of the buccal cavity.","other rings, which might present faint and concentrated at the posterior end of the buccal cavity.","other rings, which might present faint and concentrated at the posterior end of the buccal cavity.","cavity","buccal","cavity","buccal","cavity","buccal","N","Y",""
"233","tube 5–6 mm, expanded portion 5–7 mm, lobes indistinct, glabrous;","tube 5–6 mm, expanded portion 5–7 mm, lobes indistinct, glabrous;","tube 5–6 mm, expanded portion 5–7 mm, lobes indistinct, glabrous;","portion",,"portion","tube","portion","tube","Y","Y",""
"234","mesial portion oblique, its sides marginate;","mesial portion oblique, its sides marginate;","mesial portion oblique, its sides marginate;","portion",,"portion","clypeus","portion","clypeus","Y","Y",""
"235","mesial portion oblique, its sides marginate;","mesial portion oblique, its sides marginate;","mesial portion oblique, its sides marginate;","side",,"side","clypeus portion","side","clypeus portion","Y","Y",""
"236","posterior portion and frontal area somewhat impressed between triangular, laterally irregularly denticulate frontal lobes;","posterior portion and frontal area somewhat impressed between triangular, laterally irregularly denticulate frontal lobes;","posterior portion and frontal area somewhat impressed between triangular, laterally irregularly denticulate frontal lobes;","portion","posterior","portion","clypeus posterior","portion","clypeus posterior","Y","Y",""
"237","posterior portion and frontal area somewhat impressed between triangular, laterally irregularly denticulate frontal lobes;","posterior portion and frontal area somewhat impressed between triangular, laterally irregularly denticulate frontal lobes;","posterior portion and frontal area somewhat impressed between triangular, laterally irregularly denticulate frontal lobes;","area","posterior frontal","area","clypeus posterior frontal","area","clypeus posterior frontal","Y","Y",""
"238","frontal area prolonged caudad in the shape of a faint, fingerlike, distinctly circumscribed impression.","frontal area prolonged caudad in the shape of a faint, fingerlike, distinctly circumscribed impression.","frontal area prolonged caudad in the shape of a faint, fingerlike, distinctly circumscribed impression.","area","frontal","area","frontal","area","clypeus frontal","N","N",""
"239","Mandibular apical margin more than half of mandibular length;","Mandibular apical margin more than half of mandibular length;","Mandibular apical margin more than half of mandibular length;","margin","mandibular apical","margin","mandibular apical","margin","mandibular apical","N","Y",""
"240","mandible with two lower apical teeth followed by long undulate margin;","mandible with two lower apical teeth followed by long undulate margin;","mandible with two lower apical teeth followed by long undulate margin;","margin",,"margin","mandible","margin","mandible","Y","Y",""
"241","lower margin of clypeus with median snoutlike projection;","lower margin of clypeus with median snoutlike projection;","lower margin of clypeus with median snoutlike projection;","margin","lower","margin","clypeus lower","margin","clypeus lower","Y","Y",""
"242","Internally the rimoportula projects strongly, the end deflected, and the opening an S-shaped slit.","Internally the rimoportula projects strongly, the end deflected, and the opening an S-shaped slit.","Internally the rimoportula projects strongly, the end deflected, and the opening an S-shaped slit.","end","rimoportula","end","rimoportula","end","rimoportula","N","Y",""
"243","Fig also shows that the mantle surface regularly areolate with small and occasionally bifurcate spines.","Fig also shows that the mantle surface regularly areolate with small and occasionally bifurcate spines.","Fig also shows that the mantle surface regularly areolate with small and occasionally bifurcate spines.","surface","mantle","surface","mantle","surface","mantle","N","Y",""
"244","Cheilocystidia polymorphic, in large numbers, hyaline, fusiform or clavate, at times capitate or subcapitate, rarely mucronate or with a short apical protuberance, usually flexuous and with some constrictions, mostly simple, at times with basal septa, terminal element (13-) 15-41 x 7-12 μm, anteterminal ones, when present, small, 7-17 x 5-7 μm.","Cheilocystidia polymorphic, in large numbers, hyaline, fusiform or clavate, at times capitate or subcapitate, rarely mucronate or with a short apical protuberance, usually flexuous and with some constrictions, mostly simple, at times with basal septa, terminal element (13-) 15-41 x 7-12 μm, anteterminal ones, when present, small, 7-17 x 5-7 μm.","Cheilocystidia polymorphic, in large numbers, hyaline, fusiform or clavate, at times capitate or subcapitate, rarely mucronate or with a short apical protuberance, usually flexuous and with some constrictions, mostly simple, at times with basal septa, terminal element (13-) 15-41 x 7-12 μm, anteterminal ones, when present, small, 7-17 x 5-7 μm.","protuberance","apical","protuberance","cheilocystidium apical","protuberance","cheilocystidium apical","Y","Y",""
"245","Cheilocystidia polymorphic, in large numbers, hyaline, fusiform or clavate, at times capitate or subcapitate, rarely mucronate or with a short apical protuberance, usually flexuous and with some constrictions, mostly simple, at times with basal septa, terminal element (13-) 15-41 x 7-12 μm, anteterminal ones, when present, small, 7-17 x 5-7 μm.","Cheilocystidia polymorphic, in large numbers, hyaline, fusiform or clavate, at times capitate or subcapitate, rarely mucronate or with a short apical protuberance, usually flexuous and with some constrictions, mostly simple, at times with basal septa, terminal element (13-) 15-41 x 7-12 μm, anteterminal ones, when present, small, 7-17 x 5-7 μm.","Cheilocystidia polymorphic, in large numbers, hyaline, fusiform or clavate, at times capitate or subcapitate, rarely mucronate or with a short apical protuberance, usually flexuous and with some constrictions, mostly simple, at times with basal septa, terminal element (13-) 15-41 x 7-12 μm, anteterminal ones, when present, small, 7-17 x 5-7 μm.","element","terminal","element","cheilocystidium terminal","element","cheilocystidium terminal","Y","Y",""
"246","Sexes usually separable during breeding season by presence of brood patch (female) and cloacal protuberance (male), although males can develop a slight brood patch.","Sexes usually separable during breeding season by presence of brood patch (female) and cloacal protuberance (male), although males can develop a slight brood patch.","Sexes usually separable during breeding season by presence of brood patch (female) and cloacal protuberance (male), although males can develop a slight brood patch.","protuberance","cloacal","protuberance","cloacal","protuberance","cloacal","N","Y",""
"247","Propodeal teeth short, in profile thin, very short protuberance visible.","Propodeal teeth short, in profile thin, very short protuberance visible.","Propodeal teeth short, in profile thin, very short protuberance visible.","protuberance",,"protuberance","propodeal tooth","protuberance","propodeal tooth","Y","Y",""
"248","Dorsal crest of petiolar node with sharp, transversal edge, slightly emarginate in frontal view.","Dorsal crest of petiolar node with sharp, transversal edge, slightly emarginate in frontal view.","Dorsal crest of petiolar node with sharp, transversal edge, slightly emarginate in frontal view.","edge",,"edge","dorsal crest","edge","dorsal crest","Y","Y",""
"249","In full face view lateral margin of head between eye and posterior corner forming a gentle convexity.","In full face view lateral margin of head between eye and posterior corner forming a gentle convexity.","In full face view lateral margin of head between eye and posterior corner forming a gentle convexity.","margin",,"margin","head","margin","head","Y","Y",""
"250","Posterior section of metanotum in approximately same plane as dorsal face of propodeum, junction of these plates indistinct.","Posterior section of metanotum in approximately same plane as dorsal face of propodeum, junction of these plates indistinct.","Posterior section of metanotum in approximately same plane as dorsal face of propodeum, junction of these plates indistinct.","section","posterior","section","metanotum posterior","section","metanotum posterior","Y","Y",""
"251","Posterior section of metanotum in approximately same plane as dorsal face of propodeum, junction of these plates indistinct.","Posterior section of metanotum in approximately same plane as dorsal face of propodeum, junction of these plates indistinct.","Posterior section of metanotum in approximately same plane as dorsal face of propodeum, junction of these plates indistinct.","face","dorsal","face","propodeum dorsal","face","propodeum dorsal","Y","Y",""
"252","Posterior face of propodeum between bases of spines and propodeal lobes with thin flanges.","Posterior face of propodeum between bases of spines and propodeal lobes with thin flanges.","Posterior face of propodeum between bases of spines and propodeal lobes with thin flanges.","face","posterior","face","propodeum posterior","face","propodeum posterior","Y","Y",""
"253","Posterior face of propodeum between bases of spines and propodeal lobes with thin flanges.","Posterior face of propodeum between bases of spines and propodeal lobes with thin flanges.","Posterior face of propodeum between bases of spines and propodeal lobes with thin flanges.","base",,"base","spine","base","spine","Y","Y",""
"254","Petiolar spines reduced to a small protuberance or angle.","Petiolar spines reduced to a small protuberance or angle.","Petiolar spines reduced to a small protuberance or angle.","protuberance",,"protuberance","petiolar spine","protuberance","petiolar spine","Y","Y",""
"255","They sometimes con­tained a yellow-greenish residual body, which most likely represented the remnants of the plastidial complex.","They sometimes con­tained a yellow-greenish residual body, which most likely represented the remnants of the plastidial complex.","They sometimes con­tained a yellow-greenish residual body, which most likely represented the remnants of the plastidial complex.","body","residual","body","cyst residual","body","cyst residual","Y","Y",""
"256","They sometimes con­tained a yellow-greenish residual body, which most likely represented the remnants of the plastidial complex.","They sometimes con­tained a yellow-greenish residual body, which most likely represented the remnants of the plastidial complex.","They sometimes con­tained a yellow-greenish residual body, which most likely represented the remnants of the plastidial complex.","remnant",,"remnant","cyst","remnant","cyst","Y","Y",""
"257","Valves elevated or depressed in the centre.","Valves elevated or depressed in the centre.","Valves elevated or depressed in the centre.","centre",,"centre","valve","centre","valve","Y","Y",""
"258","The diameter 2-12 µm. The areolae of the valve face disorganized in the very centre but continue in fascicles with two to three rows towards and onto the mantle, divided by raised interfascicles.","The diameter 2-12 µm. The areolae of the valve face disorganized in the very centre but continue in fascicles with two to three rows towards and onto the mantle, divided by raised interfascicles.","The diameter 2-12 µm. The areolae of the valve face disorganized in the very centre but continue in fascicles with two to three rows towards and onto the mantle, divided by raised interfascicles.","face","valve","face","valve","face","valve","N","Y",""
"259","The diameter 2-12 µm. The areolae of the valve face disorganized in the very centre but continue in fascicles with two to three rows towards and onto the mantle, divided by raised interfascicles.","The diameter 2-12 µm. The areolae of the valve face disorganized in the very centre but continue in fascicles with two to three rows towards and onto the mantle, divided by raised interfascicles.","The diameter 2-12 µm. The areolae of the valve face disorganized in the very centre but continue in fascicles with two to three rows towards and onto the mantle, divided by raised interfascicles.","centre",,"centre","valve","centre","valve face","Y","N",""
"260","Specimens with slitlike or elongated openings of the areolae found at the end of every interfascicle occur spines or their remnants.","Specimens with slitlike or elongated openings of the areolae found at the end of every interfascicle occur spines or their remnants.","Specimens with slitlike or elongated openings of the areolae found at the end of every interfascicle occur spines or their remnants.","end",,"end","interfascicle","end","interfascicle","Y","Y",""
"261","Specimens with slitlike or elongated openings of the areolae found at the end of every interfascicle occur spines or their remnants.","Specimens with slitlike or elongated openings of the areolae found at the end of every interfascicle occur spines or their remnants.","Specimens with slitlike or elongated openings of the areolae found at the end of every interfascicle occur spines or their remnants.","remnant",,"remnant","interfascicle end","remnant","interfascicle end","Y","Y",""
"262","unpigmented.","unpigmented.","unpigmented.","remnant","eye","remnant","eye","remnant","eye","N","Y",""
"263","Numerous short, decumbent to appressed setae present on dorsal surface of head, sparse appressed setae present on ventral cephalic surface.","Numerous short, decumbent to appressed setae present on dorsal surface of head, sparse appressed setae present on ventral cephalic surface.","Numerous short, decumbent to appressed setae present on dorsal surface of head, sparse appressed setae present on ventral cephalic surface.","surface","dorsal","surface","dorsal","surface","head dorsal","N","N",""
"264","Numerous short, decumbent to appressed setae present on dorsal surface of head, sparse appressed setae present on ventral cephalic surface.","Numerous short, decumbent to appressed setae present on dorsal surface of head, sparse appressed setae present on ventral cephalic surface.","Numerous short, decumbent to appressed setae present on dorsal surface of head, sparse appressed setae present on ventral cephalic surface.","surface","ventral cephalic","surface","ventral cephalic","surface","ventral cephalic","N","Y",""
"265","Antennal scapes in repose extending about 3 / 4 the distance towards the posterior corners of the head, with numerous erect or suberect hairs on outer surfaces.","Antennal scapes in repose extending about 3 / 4 the distance towards the posterior corners of the head, with numerous erect or suberect hairs on outer surfaces.","Antennal scapes in repose extending about 3 / 4 the distance towards the posterior corners of the head, with numerous erect or suberect hairs on outer surfaces.","surface","outer","surface","antennal scape outer","surface","antennal scape outer","Y","Y",""
"266","Pileal surface smooth, silky to slightly fibrillose-squamose and dull.","Pileal surface smooth, silky to slightly fibrillose-squamose and dull.","Pileal surface smooth, silky to slightly fibrillose-squamose and dull.","surface","pileal","surface","pileal","surface","pileal","N","Y",""
"267","margin thin, exceeding lamellae by 2 mm, at times slightly appendiculate with whitish remnants of the annulus.","margin thin, exceeding lamellae by 2 mm, at times slightly appendiculate with whitish remnants of the annulus.","margin thin, exceeding lamellae by 2 mm, at times slightly appendiculate with whitish remnants of the annulus.","margin",,"margin","annulus","margin","pileal","Y","N",""
"268","margin thin, exceeding lamellae by 2 mm, at times slightly appendiculate with whitish remnants of the annulus.","margin thin, exceeding lamellae by 2 mm, at times slightly appendiculate with whitish remnants of the annulus.","margin thin, exceeding lamellae by 2 mm, at times slightly appendiculate with whitish remnants of the annulus.","remnant",,"remnant","annulus","remnant","annulus","Y","Y",""
"269","anterior clypeal margin feebly projecting, median section concave between two rounded convexities.","anterior clypeal margin feebly projecting, median section concave between two rounded convexities.","anterior clypeal margin feebly projecting, median section concave between two rounded convexities.","margin","clypeal","margin","clypeal","margin","clypeal","N","Y",""
"270","anterior clypeal margin feebly projecting, median section concave between two rounded convexities.","anterior clypeal margin feebly projecting, median section concave between two rounded convexities.","anterior clypeal margin feebly projecting, median section concave between two rounded convexities.","section","median","section","clypeal margin median","section","clypeal margin median","Y","Y",""
"271","Minor worker: anterior clypeal margin feebly projecting, mostly straight;","Minor worker: anterior clypeal margin feebly projecting, mostly straight;","Minor worker: anterior clypeal margin feebly projecting, mostly straight;","margin","clypeal","margin","clypeal","margin","clypeal","N","Y",""
"272","Annulus simple, fragile, occasionally absent or intermediate reduced to a narrow girdle, triangular in section, when it detaches from the stipe naturally or follows the pileus margin on expansion, other times pendent on the stipe, thin, superous, simple or with small scales along the lower limb;","Annulus simple, fragile, occasionally absent or intermediate reduced to a narrow girdle, triangular in section, when it detaches from the stipe naturally or follows the pileus margin on expansion, other times pendent on the stipe, thin, superous, simple or with small scales along the lower limb;","Annulus simple, fragile, occasionally absent or intermediate reduced to a narrow girdle, triangular in section, when it detaches from the stipe naturally or follows the pileus margin on expansion, other times pendent on the stipe, thin, superous, simple or with small scales along the lower limb;","section",,"section","annulus","section","annulus","Y","Y",""
"273","Annulus simple, fragile, occasionally absent or intermediate reduced to a narrow girdle, triangular in section, when it detaches from the stipe naturally or follows the pileus margin on expansion, other times pendent on the stipe, thin, superous, simple or with small scales along the lower limb;","Annulus simple, fragile, occasionally absent or intermediate reduced to a narrow girdle, triangular in section, when it detaches from the stipe naturally or follows the pileus margin on expansion, other times pendent on the stipe, thin, superous, simple or with small scales along the lower limb;","Annulus simple, fragile, occasionally absent or intermediate reduced to a narrow girdle, triangular in section, when it detaches from the stipe naturally or follows the pileus margin on expansion, other times pendent on the stipe, thin, superous, simple or with small scales along the lower limb;","margin",,"margin","annulus","margin","pileus","Y","N",""
"274","upper surface white, smooth to shallowly striate, lower surface white, fibrillose.","upper surface white, smooth to shallowly striate, lower surface white, fibrillose.","upper surface white, smooth to shallowly striate, lower surface white, fibrillose.","surface","upper","surface","annulus upper","surface","annulus upper","Y","Y",""
"275","upper surface white, smooth to shallowly striate, lower surface white, fibrillose.","upper surface white, smooth to shallowly striate, lower surface white, fibrillose.","upper surface white, smooth to shallowly striate, lower surface white, fibrillose.","surface","lower","surface","annulus lower","surface","annulus lower","Y","Y",""
"276","Outer apex of hind tibia with at least one tooth;","Outer apex of hind tibia with at least one tooth;","Outer apex of hind tibia with at least one tooth;","apex","outer","apex","hind tibia outer","apex","hind tibia outer","Y","Y",""
"277","punctation of supraclypeal area and upper margin of clypeus so strong as to obscure or virtually obliterate transverse-section of epistomal suture.","punctation of supraclypeal area and upper margin of clypeus so strong as to obscure or virtually obliterate transverse-section of epistomal suture.","punctation of supraclypeal area and upper margin of clypeus so strong as to obscure or virtually obliterate transverse-section of epistomal suture.","area","supraclypeal","area","supraclypeal","area","supraclypeal","N","Y",""
"278","punctation of supraclypeal area and upper margin of clypeus so strong as to obscure or virtually obliterate transverse-section of epistomal suture.","punctation of supraclypeal area and upper margin of clypeus so strong as to obscure or virtually obliterate transverse-section of epistomal suture.","punctation of supraclypeal area and upper margin of clypeus so strong as to obscure or virtually obliterate transverse-section of epistomal suture.","margin","upper","margin","clypeus upper","margin","clypeus upper","Y","Y",""
"279","punctation of supraclypeal area and upper part of clypeus sparse, not obscuring transverse-section of epistomal suture;","punctation of supraclypeal area and upper part of clypeus sparse, not obscuring transverse-section of epistomal suture;","punctation of supraclypeal area and upper part of clypeus sparse, not obscuring transverse-section of epistomal suture;","area","supraclypeal","area","supraclypeal","area","supraclypeal","N","Y",""
"280","punctation of supraclypeal area and upper part of clypeus sparse, not obscuring transverse-section of epistomal suture;","punctation of supraclypeal area and upper part of clypeus sparse, not obscuring transverse-section of epistomal suture;","punctation of supraclypeal area and upper part of clypeus sparse, not obscuring transverse-section of epistomal suture;","part","upper","part","clypeus upper","part","clypeus upper","Y","Y",""
"281","In these cases the fultoportulae occur only on the side of the valve that concave to the inside as in C.","In these cases the fultoportulae occur only on the side of the valve that concave to the inside as in C.","In these cases the fultoportulae occur only on the side of the valve that concave to the inside as in C.","side",,"side","valve","side","valve","Y","Y",""
"282","Beneath the base of the spine of the valve mantle the external openings of the marginal fultoportulae, and these guarded below by a medium-size spine and, on either side,by two small spines.","Beneath the base of the spine of the valve mantle the external openings of the marginal fultoportulae, and these guarded below by a medium-size spine and, on either side,by two small spines.","Beneath the base of the spine of the valve mantle the external openings of the marginal fultoportulae, and these guarded below by a medium-size spine and, on either side,by two small spines.","base",,"base","spine","base","spine","Y","Y",""
"283","Beneath the base of the spine of the valve mantle the external openings of the marginal fultoportulae, and these guarded below by a medium-size spine and, on either side,by two small spines.","Beneath the base of the spine of the valve mantle the external openings of the marginal fultoportulae, and these guarded below by a medium-size spine and, on either side,by two small spines.","Beneath the base of the spine of the valve mantle the external openings of the marginal fultoportulae, and these guarded below by a medium-size spine and, on either side,by two small spines.","side",,"side","external opening","side","external opening","Y","Y",""
"284","Valves circular with a rather strong undulation in the central valve face, 11-28 µm in diameter.","Valves circular with a rather strong undulation in the central valve face, 11-28 µm in diameter.","Valves circular with a rather strong undulation in the central valve face, 11-28 µm in diameter.","face","valve","face","valve","face","valve","N","Y",""
"285","The central zone without fultoportulae or rimoportulae or spines.","The central zone without fultoportulae or rimoportulae or spines.","The central zone without fultoportulae or rimoportulae or spines.","zone","central","zone","valve central","zone","valve central","Y","Y",""
"286","The marginal zone with striae occupying 1/3 of the valve diameter.","The marginal zone with striae occupying 1/3 of the valve diameter.","The marginal zone with striae occupying 1/3 of the valve diameter.","zone","marginal","zone","valve marginal","zone","valve marginal","Y","Y",""
"287","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","side","central","side","valve central","side","valve central","Y","Y",""
"288","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","margin",,"margin","stria","margin","valve","Y","N",""
"289","On the valve face there numerous valve face fultoportulae, either in a ring or scattered.","On the valve face there numerous valve face fultoportulae, either in a ring or scattered.","On the valve face there numerous valve face fultoportulae, either in a ring or scattered.","face",,"face","valve","face","valve","Y","Y",""
"290","but even when there only a few fultoportulae, these organized in a ring and not restricted to one side of the central area as in both C.","but even when there only a few fultoportulae, these organized in a ring and not restricted to one side of the central area as in both C.","but even when there only a few fultoportulae, these organized in a ring and not restricted to one side of the central area as in both C.","side",,"side","fultoportula central area","side","valve face central area","Y","N",""
"291","but even when there only a few fultoportulae, these organized in a ring and not restricted to one side of the central area as in both C.","but even when there only a few fultoportulae, these organized in a ring and not restricted to one side of the central area as in both C.","but even when there only a few fultoportulae, these organized in a ring and not restricted to one side of the central area as in both C.","area","central","area","fultoportula central","area","valve face central","Y","N",""
"292","large dissected pinnules incised on both sides;","large dissected pinnules incised on both sides;","large dissected pinnules incised on both sides;","side",,"side","pinnule","side","pinnule","Y","Y",""
"293","smaller pinnules dissected on upper side only;","smaller pinnules dissected on upper side only;","smaller pinnules dissected on upper side only;","side","upper","side","smaller pinnule upper","side","smaller pinnule upper","Y","Y",""
"294","fertile pinnules with irregular margins.","fertile pinnules with irregular margins.","fertile pinnules with irregular margins.","margin",,"margin","pinnule","margin","pinnule","Y","Y",""
"295","proboscidial fossa closed posteriorly by process from lower side of each genal area.","proboscidial fossa closed posteriorly by process from lower side of each genal area.","proboscidial fossa closed posteriorly by process from lower side of each genal area.","side","lower","side","genal area lower","side","genal area lower","Y","Y",""
"296","proboscidial fossa closed posteriorly by process from lower side of each genal area.","proboscidial fossa closed posteriorly by process from lower side of each genal area.","proboscidial fossa closed posteriorly by process from lower side of each genal area.","area","genal","area","genal","area","genal","N","Y",""
"297","In dorsoventral view the epicone rounded in surface outline, conical or truncate.","In dorsoventral view the epicone rounded in surface outline, conical or truncate.","In dorsoventral view the epicone rounded in surface outline, conical or truncate.","surface",,"surface","epicone","surface","epicone","Y","Y",""
"298","The hypocone has convex sides, flattened antapically and has a slight indentation where the sulcus reaches the antapex.","The hypocone has convex sides, flattened antapically and has a slight indentation where the sulcus reaches the antapex.","The hypocone has convex sides, flattened antapically and has a slight indentation where the sulcus reaches the antapex.","side",,"side","hypocone","side","hypocone","Y","Y",""
